unique_id,s3_bucket,s3_key,s3_version
b87e061e-5697-4015-92a5-4177d80909ac,project1-08-singap-s3,pictures/0286d04c-4126-46dd-9466-026fd60bb7d2.jpg,
236f300b-7e0e-4ace-9c2e-73de29de559a,project1-08-singap-s3,pictures/cd0569d3-44dc-4a7e-92b3-b74509c83f83.jpg,
3c136a1e-44e4-4aa8-99c7-d89c7a69cae7,project1-08-singap-s3,pictures/89558137-37bc-4927-ba5f-9169f3b2ce20.jpg,
378fd0b6-a92b-4c15-a951-357dfdbd6446,project1-08-singap-s3,pictures/97d8e6f0-17d7-493e-90ed-a53f331709b6.heic,
5b0d83e5-ff6a-46c7-b599-9c8a5618ea91,project1-08-singap-s3,pictures/e4fb2612-0588-493c-98d4-9f8957c0361b.jpg,
694beab9-abf9-4b55-97f6-4ca1d6943647,project1-08-singap-s3,pictures/1ac664c5-6986-4605-8a1e-1b573bf71e76.jpg,
96fab80e-83d2-40b3-9733-8b44545569d7,project1-08-singap-s3,pictures/542ca8bd-e0e5-4eb3-a432-887138976e0d.jpg,
e4695301-37a9-4303-b6c1-ce16247e42a0,project1-08-singap-s3,pictures/56860b55-20fc-4003-b4b0-e13bff945b7b.jpg,
a6e089d8-0365-434c-b92e-2c9a9232394b,project1-08-singap-s3,pictures/34d7fd90-b5ac-4294-b672-df679b4d42f0.heic,
450a4b3d-6fea-4b11-a432-21478a51a712,project1-08-singap-s3,pictures/3fe5f4d4-90f6-4c26-9eee-d106e953b42c.heic,
cb3e81d7-05a4-4a51-948a-df9ede61e49a,project1-08-singap-s3,pictures/bdbdd3f4-1eab-450f-bf03-2dca509cac54.jpg,
0cbf184c-7a87-43d4-b313-c0c951ae4753,project1-08-singap-s3,pictures/14a64beb-2089-43d9-a7fa-8a2a2b9c807f.jpg,
ee37f425-f430-4106-a10a-be82a77d6e71,project1-08-singap-s3,pictures/e09bcdd4-c8d8-4591-b37c-0d51a94e04ec.jpg,
b04de5e3-7fba-41ad-914c-c974e9bfb698,project1-08-singap-s3,pictures/6bbbf937-4c35-4dd6-ac92-c2ad73355934.heic,
b1d028bc-7fde-4259-a6d2-2c0a9032c2d4,project1-08-singap-s3,pictures/4d77c88f-bf84-4789-9611-84f09496862c.jpg,
49244530-1d5b-4846-b8b8-857eae3682d4,project1-08-singap-s3,pictures/c873b27a-25b6-4235-b991-a3a086485fcb.jpg,
f33167cf-fdf0-4137-b5c5-a413c627554b,project1-08-singap-s3,pictures/96c9ce31-761d-40cc-ae59-ff076dd0fc5b.heic,
370d8c3b-bbb9-42f7-b631-40a3d469972c,project1-08-singap-s3,pictures/75956453-69f9-4acd-870d-bc42ca720f74.jpg,
db5d5bf9-a14c-4a2f-8378-1fdaa0779e89,project1-08-singap-s3,pictures/756db2da-1353-417e-b780-ae6aab3c1028.jpg,
923537c3-9a91-4d94-9293-0f31584b081a,project1-08-singap-s3,pictures/ff34b8f0-c01d-4c1a-a8c1-daa00fd6d776.heic,
ef232179-598f-4b4c-9f2c-49703050fbff,project1-08-singap-s3,pictures/fd2850c5-774c-4a37-9934-143f3241e7a9.heic,
fcd73d91-3a79-4ec2-b175-a45a738cf225,project1-08-singap-s3,pictures/98613766-29f8-4f07-8d27-e62bb5a5c6a6.jpg,
d860baf8-4c2e-4ce9-9bfa-c352ce851ea5,project1-08-singap-s3,pictures/26f773b6-1c34-4578-8154-f0ec5664d8e6.jpg,
10fd6a4f-e2ec-4572-83ab-6ccbc79a479a,project1-08-singap-s3,pictures/6c604e1d-c580-46da-8b62-e7cabfba9825.jpg,
8c8ea583-fa93-43ad-84e3-a49c42f75d65,project1-08-singap-s3,pictures/8e5dcd80-b253-4aa9-8e6d-f7d967ef9db7.jpg,
37f0b227-8a77-4ffb-9db6-d80fce76c50b,project1-08-singap-s3,pictures/6cd3b64b-901c-449a-9628-60785dbe33ff.jpg,
542fadda-1e39-46ba-aaa0-8151632254c6,project1-08-singap-s3,pictures/1a2bb9a4-770d-48dc-aade-e87cddc02715.heic,
129fe3a0-650e-4679-a682-abd6f46d6bef,project1-08-singap-s3,pictures/47a885c8-faf5-43d9-8576-ec3bc62d8734.jpg,
262e2369-14bf-4ecd-b125-e03ab3d9df3b,project1-08-singap-s3,pictures/00e97fe7-cfa4-42b7-8999-9ac3dec08836.jpg,
